Name,Selected,Price,Change,OI Change,Change Prev,OI Change Prev
LAURUSLABS,true,0.0,0.0,0.0,0.0,0.0
MANKIND,true,0.0,0.0,0.0,0.0,0.0
IPCALAB,true,0.0,0.0,0.0,0.0,0.0
SANOFI,true,0.0,0.0,0.0,0.0,0.0
GLENMARK,true,0.0,0.0,0.0,0.0,0.0
ALKEM,true,0.0,0.0,0.0,0.0,0.0
BIOCON,true,0.0,0.0,0.0,0.0,0.0
LUPIN,true,0.0,0.0,0.0,0.0,0.0
DIVISLAB,true,0.0,0.0,0.0,0.0,0.0
JBCHEPHARM,true,0.0,0.0,0.0,0.0,0.0
GLAND,true,0.0,0.0,0.0,0.0,0.0
NATCOPHARM,true,0.0,0.0,0.0,0.0,0.0
ABBOTINDIA,true,0.0,0.0,0.0,0.0,0.0
SUNPHARMA,true,0.0,0.0,0.0,0.0,0.0
TORNTPHARM,true,0.0,0.0,0.0,0.0,0.0
GRANULES,true,0.0,0.0,0.0,0.0,0.0
AUROPHARMA,true,0.0,0.0,0.0,0.0,0.0
ZYDUSLIFE,true,0.0,0.0,0.0,0.0,0.0
DRREDDY,true,0.0,0.0,0.0,0.0,0.0
CIPLA,true,0.0,0.0,0.0,0.0,0.0
