Name,Selected,Price,Change,OI Change,Change Prev,OI Change Prev
GODFRYPHLP,true,2896.699951171875,0.29,0.0,-2.34,0.0
FLUOROCHEM,true,3445.300048828125,-1.03,0.0,-2.12,0.0
GLS,true,0.0,0.0,0.0,0.0,0.0
SBICARD,true,877.75,-0.03,0.0,0.35,0.0
SUVENPHAR,true,0.0,0.0,0.0,0.0,0.0
SUMICHEM,true,456.25,1.01,0.0,-2.82,0.0
TATATECH,true,683.2999877929688,1.92,0.0,-1.38,0.0
NH,true,1967.0999755859375,-3.72,0.0,16.52,0.0
AAVAS,true,1593.5999755859375,-2.36,0.0,-4.67,0.0
MARICO,true,734.0999755859375,-0.78,0.0,0.16,0.0
GMMPFAUDLR,true,1157.0,-2.75,0.0,-2.85,0.0
USHAMART,true,425.54998779296875,-1.56,0.0,-5.93,0.0
TATAMTRDVR,true,0.0,0.0,0.0,0.0,0.0
PPLPHARMA,true,187.3800048828125,-0.53,0.0,-2.91,0.0
GMDCLTD,true,528.0999755859375,8.02,0.0,-13.87,0.0
PIIND,true,3438.10009765625,0.31,0.0,-3.74,0.0
CREDITACC,true,1370.0,0.79,0.0,-0.55,0.0
KPRMILL,true,1095.699951171875,0.72,0.0,0.88,0.0
UTIAMC,true,1155.800048828125,0.53,0.0,-1.14,0.0
PRESTIGE,true,1667.800048828125,-1.23,0.0,-3.23,0.0
RATNAMANI,true,2385.300048828125,3.72,0.0,-6.46,0.0
FDC,true,418.79998779296875,1.9,0.0,0.54,0.0
ZOMATO,true,0.0,0.0,0.0,0.0,0.0
SONATSOFTW,true,360.3999938964844,0.66,0.0,-4.3,0.0
TMB,true,511.1000061035156,3.03,0.0,-1.16,0.0
BLUESTARCO,true,1775.9000244140625,-0.02,0.0,0.45,0.0
ASTERDM,true,665.4500122070312,2.35,0.0,-4.11,0.0
SUPREMEIND,true,3463.89990234375,-0.33,0.0,-6.32,0.0
ALKYLAMINE,true,1707.5,-2.27,0.0,-1.6,0.0
JUBLPHARMA,true,1105.199951171875,4.48,0.0,-6.51,0.0
FINEORG,true,4464.10009765625,-1.63,0.0,0.49,0.0
LXCHEM,true,182.4199981689453,-0.18,0.0,-2.83,0.0
SAPPHIRE,true,254.5,-0.2,0.0,3.74,0.0
MAXHEALTH,true,1162.5999755859375,-1.57,0.0,7.07,0.0
TORNTPOWER,true,1316.0999755859375,1.91,0.0,-0.74,0.0
SOLARINDS,true,13460.0,-2.17,0.0,-0.88,0.0
INOXWIND,true,136.75,-0.74,0.0,-7.34,0.0
BLUEDART,true,5750.5,-0.95,0.0,-3.16,0.0
COFORGE,true,1871.0999755859375,4.09,0.0,-0.12,0.0
BAJFINANCE,true,1010.7000122070312,0.66,0.0,-1.41,0.0
BRIGADE,true,911.5999755859375,1.44,0.0,-4.82,0.0
AETHER,true,901.0499877929688,-1.99,0.0,9.59,0.0
THERMAX,true,2933.0,1.6,0.0,-3.97,0.0
ASIANPAINT,true,2874.0,-0.09,0.0,-1.03,0.0
CENTURYTEX,true,0.0,0.0,0.0,0.0,0.0
AJANTPHARM,true,2535.10009765625,1.99,0.0,-1.49,0.0
BALAMINES,true,1163.0,-1.37,0.0,-4.04,0.0
HONASA,true,293.6499938964844,2.42,0.0,-1.85,0.0
PNCINFRA,true,252.0,-3.61,0.0,-4.6,0.0
INTELLECT,true,1098.800048828125,0.69,0.0,0.15,0.0
CLEAN,true,919.5,0.33,0.0,-0.49,0.0
MEDPLUS,true,786.7999877929688,2.53,0.0,-1.77,0.0
JSL,true,764.1500244140625,1.55,0.0,1.96,0.0
FINPIPE,true,184.50999450683594,1.53,0.0,-3.36,0.0
JSWSTEEL,true,1154.4000244140625,1.24,0.0,-2.35,0.0
ABBOTINDIA,true,30025.0,1.52,0.0,0.8,0.0
GLAND,true,1795.800048828125,-0.77,0.0,-1.11,0.0
SPARC,true,133.74000549316406,-1.67,0.0,2.98,0.0
EIDPARRY,true,1032.5999755859375,1.39,0.0,-0.68,0.0
GRINDWELL,true,1575.9000244140625,3.66,0.0,-4.15,0.0
CYIENT,true,1118.4000244140625,-0.16,0.0,-1.01,0.0
PIDILITIND,true,1484.4000244140625,0.84,0.0,0.84,0.0
ASTRAZEN,true,9042.0,0.6,0.0,-1.8,0.0
CENTURYPLY,true,815.9000244140625,8.71,0.0,-5.28,0.0
SAREGAMA,true,380.3999938964844,1.44,0.0,-6.23,0.0
KEC,true,700.5499877929688,0.19,0.0,-11.67,0.0
BALKRISIND,true,2313.0,-0.28,0.0,-0.43,0.0
ZFCVINDIA,true,12893.0,-0.53,0.0,2.16,0.0
HAPPSTMNDS,true,500.6499938964844,0.75,0.0,-1.57,0.0
PHOENIXLTD,true,1751.699951171875,3.16,0.0,-2.21,0.0
ELGIEQUIP,true,498.6499938964844,1.2,0.0,-1.74,0.0
CRISIL,true,4532.5,0.23,0.0,-2.53,0.0
SUNDRMFAST,true,961.8499755859375,1.07,0.0,-0.13,0.0
KSB,true,740.1500244140625,3.5,0.0,-5.9,0.0
ENDURANCE,true,2683.39990234375,-0.92,0.0,0.83,0.0
KPIL,true,1225.0,-0.36,0.0,-1.9,0.0
GLAXO,true,2489.300048828125,-0.34,0.0,0.75,0.0
ALKEM,true,5773.0,1.28,0.0,-0.39,0.0
LTIM,true,5890.0,-0.61,0.0,2.01,0.0
PRSMJOHNSN,true,139.0399932861328,-0.82,0.0,-3.62,0.0
JUBLFOOD,true,605.0,2.71,0.0,-4.27,0.0
KPITTECH,true,1194.9000244140625,2.22,0.0,-4.36,0.0
ACC,true,1884.5,2.97,0.0,-0.55,0.0
WESTLIFE,true,566.5999755859375,3.01,0.0,0.21,0.0
JINDALSTEL,true,1042.4000244140625,0.37,0.0,-3.49,0.0
NYKAA,true,264.45001220703125,-1.52,0.0,3.23,0.0
NATCOPHARM,true,927.4000244140625,7.24,0.0,6.42,0.0
HEG,true,547.6500244140625,8.78,0.0,-2.41,0.0
SUNTV,true,548.0499877929688,2.12,0.0,-4.69,0.0
GODREJIND,true,1055.5999755859375,0.59,0.0,-1.34,0.0
DIVISLAB,true,6510.0,2.15,0.0,-2.13,0.0
KARURVYSYA,true,251.83999633789062,1.93,0.0,-1.01,0.0
3MINDIA,true,35520.0,0.18,0.0,-1.27,0.0
VGUARD,true,340.8500061035156,-1.45,0.0,-1.54,0.0
PGHH,true,12776.0,-0.58,0.0,-1.43,0.0
MFSL,true,1736.699951171875,4.53,0.0,-0.71,0.0
HEROMOTOCO,true,6136.5,2.23,0.0,8.38,0.0
BERGEPAINT,true,575.6500244140625,-0.67,0.0,0.0,0.0
ICICIGI,true,2010.300048828125,0.31,0.0,-0.05,0.0
DEVYANI,true,139.1999969482422,-3.53,0.0,4.5,0.0
